case_id,split,target,rmse_ug_m3,normalized_rmse,r2,bias_ug_m3
training_prior__coherent_csi_residual__physics_d_optimal__k64,test,PM2.5,85.82030435148958,0.3917840874297643,-0.0020552621926734904,-4.943080214707626
training_prior__coherent_csi_residual__physics_d_optimal__k64,test,PM10,95.29071111453155,0.3609496633126195,-0.008102855267606346,9.019882781970887
training_prior__coherent_csi_residual__physics_d_optimal__k64,test,macro,,0.34732810591302216,-0.08234805796548227,
training_prior__coherent_csi_residual__prior_d_optimal__k64,test,CO,1348.3840057157365,0.44946133523857884,-0.014692237742927938,-168.47571642230997
training_prior__coherent_csi_residual__prior_d_optimal__k64,test,O3,57.31076820045451,0.309787936218673,-0.03483771565260163,10.60270013920348
training_prior__coherent_csi_residual__prior_d_optimal__k64,test,SO2,15.781606787743117,0.23554636996631517,-0.4348195435942679,8.672267536928585
training_prior__coherent_csi_residual__prior_d_optimal__k64,test,NO2,35.99805563384249,0.33643042648450927,0.0007863165467495437,0.2184830772340407
training_prior__coherent_csi_residual__prior_d_optimal__k64,test,PM2.5,85.83189628567187,0.39183700655408427,-0.002325980019112661,-4.950300080729562
training_prior__coherent_csi_residual__prior_d_optimal__k64,test,PM10,95.30341490265275,0.3609977837221695,-0.008371665912407789,9.011727013089313
training_prior__coherent_csi_residual__prior_d_optimal__k64,test,macro,,0.34734347636405505,-0.0823768043957614,
training_prior__coherent_csi_residual__bayesian_a_optimal__k64,test,CO,1348.4676934699942,0.4494892311566647,-0.014818195852020821,-168.45276094170555
training_prior__coherent_csi_residual__bayesian_a_optimal__k64,test,O3,57.316436495414884,0.30981857565089127,-0.03504242606455499,10.602182434174422
training_prior__coherent_csi_residual__bayesian_a_optimal__k64,test,SO2,15.787114627301184,0.23562857652688335,-0.4358212330917719,8.6735782941346
training_prior__coherent_csi_residual__bayesian_a_optimal__k64,test,NO2,35.99729995143186,0.3364233640320735,0.0008282677169570984,0.21954935086961755
training_prior__coherent_csi_residual__bayesian_a_optimal__k64,test,PM2.5,85.82458848155741,0.39180364520227207,-0.0021553094311914656,-4.948647874598412
training_prior__coherent_csi_residual__bayesian_a_optimal__k64,test,PM10,95.28977647813197,0.36094612302322715,-0.008083079887795996,9.013799697678133
training_prior__coherent_csi_residual__bayesian_a_optimal__k64,test,macro,,0.34735158593200205,-0.08251532943506301,
training_prior__coherent_csi_residual__target_balanced__k64,test,CO,1348.3051978168132,0.44943506593893773,-0.014573631431781475,-168.49896212318313
training_prior__coherent_csi_residual__target_balanced__k64,test,O3,57.31348260065483,0.3098026086521883,-0.03493574366063923,10.603826314250204
training_prior__coherent_csi_residual__target_balanced__k64,test,SO2,15.781223048713164,0.2355406425181069,-0.4347497674842451,8.672698665345191
training_prior__coherent_csi_residual__target_balanced__k64,test,NO2,35.99576431854307,0.3364090123228324,0.0009135145686962609,0.21812243285752553
training_prior__coherent_csi_residual__target_balanced__k64,test,PM2.5,85.821378812444,0.3917889925242834,-0.002080353597357254,-4.9511372209720825
training_prior__coherent_csi_residual__target_balanced__k64,test,PM10,95.28771339760598,0.3609383083242651,-0.008039429159804712,9.01109620623606
training_prior__coherent_csi_residual__target_balanced__k64,test,macro,,0.347319105046769,-0.08224423512752192,
training_prior__coherent_csi_residual__uniform__k128,test,CO,1348.5251612343422,0.4495083870781141,-0.014904694884838587,-167.97568241595147
training_prior__coherent_csi_residual__uniform__k128,test,O3,57.32033688392999,0.309839658832054,-0.03518330031283434,10.59932753666155
training_prior__coherent_csi_residual__uniform__k128,test,SO2,15.780134999873235,0.2355244029831826,-0.43455193440116746,8.685673742822702
training_prior__coherent_csi_residual__uniform__k128,test,NO2,36.00127096586959,0.3364604763165382,0.000607809836599249,0.23111565092481381
training_prior__coherent_csi_residual__uniform__k128,test,PM2.5,85.84556324357067,0.3918993985097966,-0.002645204880358465,-4.921207071125126
training_prior__coherent_csi_residual__uniform__k128,test,PM10,95.31186840044766,0.3610298045471502,-0.0085505607761025,9.043965179020441
training_prior__coherent_csi_residual__uniform__k128,test,macro,,0.34737702137780596,-0.08253798090311702,
training_prior__coherent_csi_residual__physics_d_optimal__k128,test,CO,1348.4622697771435,0.44948742325904784,-0.014810032436388232,-168.62790356637436
training_prior__coherent_csi_residual__physics_d_optimal__k128,test,O3,57.31119131521175,0.3097902233254689,-0.0348529957383128,10.603902011476132
training_prior__coherent_csi_residual__physics_d_optimal__k128,test,SO2,15.785844675145313,0.23560962201709423,-0.4355902407954322,8.668222064795703
training_prior__coherent_csi_residual__physics_d_optimal__k128,test,NO2,35.995337558276766,0.33640502390912863,0.0009372044608355612,0.2147036528410431
training_prior__coherent_csi_residual__physics_d_optimal__k128,test,PM2.5,85.83434845079918,0.39184820109928997,-0.002383252525737234,-4.959092523220355
training_prior__coherent_csi_residual__physics_d_optimal__k128,test,PM10,95.30131189082707,0.3609898177682843,-0.008327163957405403,9.00200049373995
training_prior__coherent_csi_residual__physics_d_optimal__k128,test,macro,,0.34735505189638566,-0.08250441349874005,
training_prior__coherent_csi_residual__prior_d_optimal__k128,test,CO,1348.4407168791329,0.44948023895971095,-0.014777592637626125,-168.472816234299
training_prior__coherent_csi_residual__prior_d_optimal__k128,test,O3,57.31074617273003,0.30978781714989206,-0.03483692016105855,10.602420640605754
training_prior__coherent_csi_residual__prior_d_optimal__k128,test,SO2,15.785800875249267,0.2356089682873025,-0.43558227433974084,8.67287529610801
training_prior__coherent_csi_residual__prior_d_optimal__k128,test,NO2,35.99463531780461,0.3363984609140618,0.0009761859252798155,0.21887613861159938
training_prior__coherent_csi_residual__prior_d_optimal__k128,test,PM2.5,85.83601417233112,0.3918558053975412,-0.002422157873032793,-4.949933027735019
training_prior__coherent_csi_residual__prior_d_optimal__k128,test,PM10,95.30439555275976,0.36100149830590816,-0.008392417841825539,9.012293869413051
training_prior__coherent_csi_residual__prior_d_optimal__k128,test,macro,,0.34735546483573604,-0.082505862821334,
training_prior__coherent_csi_residual__bayesian_a_optimal__k128,test,CO,1348.4833026493393,0.4494944342164464,-0.014841690031346388,-168.61281713112083
training_prior__coherent_csi_residual__bayesian_a_optimal__k128,test,O3,57.31067451093129,0.3097874297888178,-0.034834332226554965,10.60407184644744
training_prior__coherent_csi_residual__bayesian_a_optimal__k128,test,SO2,15.78696360784992,0.2356263225052227,-0.4357937631072024,8.66881528269175
training_prior__coherent_csi_residual__bayesian_a_optimal__k128,test,NO2,35.99674532713247,0.3364181806274063,0.0008590567291120177,0.2150756431091645
training_prior__coherent_csi_residual__bayesian_a_optimal__k128,test,PM2.5,85.83391459472347,0.3918462204735163,-0.00237311931046702,-4.958139081646975
training_prior__coherent_csi_residual__bayesian_a_optimal__k128,test,PM10,95.3017132268072,0.3609913379803303,-0.008335656575496397,9.00309500311293
training_prior__coherent_csi_residual__bayesian_a_optimal__k128,test,macro,,0.34736065426529,-0.0825532507536592,
training_prior__coherent_csi_residual__target_balanced__k128,test,CO,1348.441715977205,0.44948057199240166,-0.014779096393333191,-168.5891528117358
training_prior__coherent_csi_residual__target_balanced__k128,test,O3,57.310919348486465,0.309788753235062,-0.03484317409942683,10.603897668003746
training_prior__coherent_csi_residual__target_balanced__k128,test,SO2,15.785050065679352,0.2355977621743187,-0.4354457182934577,8.669526481908482
training_prior__coherent_csi_residual__target_balanced__k128,test,NO2,35.99512872972723,0.33640307224044136,0.0009487966415703264,0.21568298336917313
training_prior__coherent_csi_residual__target_balanced__k128,test,PM2.5,85.83073960684503,0.39183172612118383,-0.0022989653199860793,-4.956733764531026
training_prior__coherent_csi_residual__target_balanced__k128,test,PM10,95.29950134172516,0.36098295962774685,-0.008288851609691505,9.004678178239667
training_prior__coherent_csi_residual__target_balanced__k128,test,macro,,0.347347474231859,-0.08245116817905417,
training_prior__coherent_csi_residual__uniform__k256,test,CO,1348.5761468282226,0.4495253822760742,-0.014981440203793106,-168.56849663509828
training_prior__coherent_csi_residual__uniform__k256,test,O3,57.31136379008792,0.30979115562209686,-0.034859224413961165,10.603715394244189
training_prior__coherent_csi_residual__uniform__k256,test,SO2,15.78897728551737,0.23565637739578166,-0.4361600666346197,8.670190127313486
training_prior__coherent_csi_residual__uniform__k256,test,NO2,35.997823982542386,0.3364282615190877,0.0007991765971057108,0.21625970001865993
training_prior__coherent_csi_residual__uniform__k256,test,PM2.5,85.84011116037911,0.39187450883533165,-0.002517852195555337,-4.955508902870863
training_prior__coherent_csi_residual__uniform__k256,test,PM10,95.30864301913248,0.3610175871936836,-0.008482302643129325,9.006056532544255
training_prior__coherent_csi_residual__uniform__k256,test,macro,,0.34738221214034254,-0.08270028491565883,
training_prior__coherent_csi_residual__bayesian_a_optimal_power_unbounded__k32,test,CO,1348.249611894307,0.4494165372981023,-0.01448997848905087,-168.3885287491435
training_prior__coherent_csi_residual__bayesian_a_optimal_power_unbounded__k32,test,O3,57.317855808918615,0.3098262476157763,-0.035093687725988865,10.602305232874468
training_prior__coherent_csi_residual__bayesian_a_optimal_power_unbounded__k32,test,SO2,15.781676039819466,0.23554740357939502,-0.4348321360320253,8.675392925633705
training_prior__coherent_csi_residual__bayesian_a_optimal_power_unbounded__k32,test,NO2,35.99677249388602,0.33641843452229925,0.0008575486246562569,0.22118295981435918
training_prior__coherent_csi_residual__bayesian_a_optimal_power_unbounded__k32,test,PM2.5,85.82039618722618,0.3917845066753091,-0.0020574067791570005,-4.944730684174705
training_prior__coherent_csi_residual__bayesian_a_optimal_power_unbounded__k32,test,PM10,95.28913329066351,0.3609436867070588,-0.008069471204055434,9.018208750999086
training_prior__coherent_csi_residual__bayesian_a_optimal_power_unbounded__k32,test,macro,,0.34732280273299015,-0.08228085526760354,
training_prior__coherent_csi_residual__bayesian_a_optimal_power_bounded_4x__k32,test,CO,1348.249611894307,0.4494165372981023,-0.01448997848905087,-168.3885287491435
training_prior__coherent_csi_residual__bayesian_a_optimal_power_bounded_4x__k32,test,O3,57.317855808918615,0.3098262476157763,-0.035093687725988865,10.602305232874468
training_prior__coherent_csi_residual__bayesian_a_optimal_power_bounded_4x__k32,test,SO2,15.781676039819466,0.23554740357939502,-0.4348321360320253,8.675392925633705
training_prior__coherent_csi_residual__bayesian_a_optimal_power_bounded_4x__k32,test,NO2,35.99677249388602,0.33641843452229925,0.0008575486246562569,0.22118295981435918
training_prior__coherent_csi_residual__bayesian_a_optimal_power_bounded_4x__k32,test,PM2.5,85.82039618722618,0.3917845066753091,-0.0020574067791570005,-4.944730684174705
training_prior__coherent_csi_residual__bayesian_a_optimal_power_bounded_4x__k32,test,PM10,95.28913329066351,0.3609436867070588,-0.008069471204055434,9.018208750999086
training_prior__coherent_csi_residual__bayesian_a_optimal_power_bounded_4x__k32,test,macro,,0.34732280273299015,-0.08228085526760354,
training_prior__coherent_csi_residual__full_offset_background_projected,test,CO,1348.3939046648754,0.4494646348882918,-0.014707136204612947,-167.9129255021956
training_prior__coherent_csi_residual__full_offset_background_projected,test,O3,57.310309753444685,0.30978545812672803,-0.0348211597286876,10.601659995765733
training_prior__coherent_csi_residual__full_offset_background_projected,test,SO2,15.783005555327806,0.23556724709444488,-0.43507389893799364,8.690653933032298
training_prior__coherent_csi_residual__full_offset_background_projected,test,NO2,35.99963840894713,0.3364452187752068,0.0006984470614020966,0.23307838793096355
training_prior__coherent_csi_residual__full_offset_background_projected,test,PM2.5,85.82414701549084,0.39180162983561345,-0.0021449996485864986,-4.91632760332189
training_prior__coherent_csi_residual__full_offset_background_projected,test,PM10,95.29840687286259,0.36097881391235825,-0.00826569231923946,9.050113779870244
training_prior__coherent_csi_residual__full_offset_background_projected,test,macro,,0.3473405004387739,-0.08238573996295301,
training_prior__coherent_csi_zero_residual__uniform__k16,test,CO,1349.0084637197338,0.4496694879065779,-0.015632295485287218,-173.09601016748988
training_prior__coherent_csi_zero_residual__uniform__k16,test,O3,57.27273878897023,0.3095823718322715,-0.033464807436978106,10.551077892560693
training_prior__coherent_csi_zero_residual__uniform__k16,test,SO2,15.774198101442579,0.23543579255884448,-0.4334727057369021,8.497435441323942
training_prior__coherent_csi_zero_residual__uniform__k16,test,NO2,36.028468281358585,0.33671465683512697,-0.0009027508121859373,0.10103797501306085
training_prior__coherent_csi_zero_residual__uniform__k16,test,PM2.5,85.80268616283892,0.391703657442772,-0.00164387734310667,-5.245988976249806
training_prior__coherent_csi_zero_residual__uniform__k16,test,PM10,95.19380537536401,0.36058259611880306,-0.00605352059743236,8.670868023380939
training_prior__coherent_csi_zero_residual__uniform__k16,test,macro,,0.3472814271157327,-0.08186165956864873,
training_prior__coherent_csi_zero_residual__physics_d_optimal__k16,test,CO,1224.117637469339,0.40803921248977965,0.16371662311030388,-180.94246240160138
training_prior__coherent_csi_zero_residual__physics_d_optimal__k16,test,O3,56.54629274771591,0.30565563647414007,-0.007414189089150369,10.630638501637778
training_prior__coherent_csi_zero_residual__physics_d_optimal__k16,test,SO2,16.239638239410784,0.2423826602897132,-0.5193140282372615,8.2221788861184
training_prior__coherent_csi_zero_residual__physics_d_optimal__k16,test,NO2,33.80498268131301,0.31593441758236457,0.11882590601140974,-0.11888823291810256
training_prior__coherent_csi_zero_residual__physics_d_optimal__k16,test,PM2.5,79.72129786827529,0.3639410996040883,0.13531028533891565,-5.712419037693829
